t0_epoch,t0_price,t0_direction,t0_delta_steps,t0_delta_time,t0_speed,t0_up_streak,t0_down_streak,t0_last_digit,t0_delta_change,entry_offset,entry_price,t1,t2,t3,buy_win,sell_win
1774822651,7959.2,UP,1.0,947,0.001056,1,0,2,2.0,3,7959.3,7959.2,7959.3,7959.2,0,1
1774822652,7959.1,DOWN,-1.0,1067,-0.000937,0,1,1,-2.0,1,7959.2,7959.3,7959.2,7959.3,1,0
1774822652,7959.1,DOWN,-1.0,1067,-0.000937,0,1,1,-2.0,2,7959.3,7959.2,7959.3,7959.2,0,1
1774822652,7959.1,DOWN,-1.0,1067,-0.000937,0,1,1,-2.0,3,7959.2,7959.3,7959.2,7959.3,1,0
1774822653,7959.2,UP,1.0,916,0.001092,1,0,2,2.0,1,7959.3,7959.2,7959.3,7959.2,0,1
1774822653,7959.2,UP,1.0,916,0.001092,1,0,2,2.0,2,7959.2,7959.3,7959.2,7959.3,1,0
1774822653,7959.2,UP,1.0,916,0.001092,1,0,2,2.0,3,7959.3,7959.2,7959.3,7959.4,1,0
1774822654,7959.3,UP,1.0,1052,0.000951,2,0,3,0.0,1,7959.2,7959.3,7959.2,7959.3,1,0
1774822654,7959.3,UP,1.0,1052,0.000951,2,0,3,0.0,2,7959.3,7959.2,7959.3,7959.4,1,0
1774822654,7959.3,UP,1.0,1052,0.000951,2,0,3,0.0,3,7959.2,7959.3,7959.4,7959.5,1,0
1774822655,7959.2,DOWN,-1.0,946,-0.001057,0,1,2,-2.0,1,7959.3,7959.2,7959.3,7959.4,1,0
1774822655,7959.2,DOWN,-1.0,946,-0.001057,0,1,2,-2.0,2,7959.2,7959.3,7959.4,7959.5,1,0
1774822655,7959.2,DOWN,-1.0,946,-0.001057,0,1,2,-2.0,3,7959.3,7959.4,7959.5,7959.6,1,0
1774822656,7959.3,UP,1.0,1067,0.000937,1,0,3,2.0,1,7959.2,7959.3,7959.4,7959.5,1,0
1774822656,7959.3,UP,1.0,1067,0.000937,1,0,3,2.0,2,7959.3,7959.4,7959.5,7959.6,1,0
1774822656,7959.3,UP,1.0,1067,0.000937,1,0,3,2.0,3,7959.4,7959.5,7959.6,7959.5,1,0
1774822657,7959.2,DOWN,-1.0,949,-0.001054,0,1,2,-2.0,1,7959.3,7959.4,7959.5,7959.6,1,0
1774822657,7959.2,DOWN,-1.0,949,-0.001054,0,1,2,-2.0,2,7959.4,7959.5,7959.6,7959.5,1,0
1774822657,7959.2,DOWN,-1.0,949,-0.001054,0,1,2,-2.0,3,7959.5,7959.6,7959.5,7959.6,1,0
1774822658,7959.3,UP,1.0,1050,0.000952,1,0,3,2.0,1,7959.4,7959.5,7959.6,7959.5,1,0
1774822658,7959.3,UP,1.0,1050,0.000952,1,0,3,2.0,2,7959.5,7959.6,7959.5,7959.6,1,0
1774822658,7959.3,UP,1.0,1050,0.000952,1,0,3,2.0,3,7959.6,7959.5,7959.6,7959.7,1,0
1774822659,7959.4,UP,1.0,936,0.001068,2,0,4,-0.0,1,7959.5,7959.6,7959.5,7959.6,1,0
1774822659,7959.4,UP,1.0,936,0.001068,2,0,4,-0.0,2,7959.6,7959.5,7959.6,7959.7,1,0
1774822659,7959.4,UP,1.0,936,0.001068,2,0,4,-0.0,3,7959.5,7959.6,7959.7,7959.6,1,0
1774822660,7959.5,UP,1.0,1079,0.000927,3,0,5,0.0,1,7959.6,7959.5,7959.6,7959.7,1,0
1774822660,7959.5,UP,1.0,1079,0.000927,3,0,5,0.0,2,7959.5,7959.6,7959.7,7959.6,1,0
1774822660,7959.5,UP,1.0,1079,0.000927,3,0,5,0.0,3,7959.6,7959.7,7959.6,7959.7,1,0
1774822661,7959.6,UP,1.0,917,0.001091,4,0,6,0.0,1,7959.5,7959.6,7959.7,7959.6,1,0
1774822661,7959.6,UP,1.0,917,0.001091,4,0,6,0.0,2,7959.6,7959.7,7959.6,7959.7,1,0
1774822661,7959.6,UP,1.0,917,0.001091,4,0,6,0.0,3,7959.7,7959.6,7959.7,7959.6,0,1
1774822662,7959.5,DOWN,-1.0,1066,-0.000938,0,1,5,-2.0,1,7959.6,7959.7,7959.6,7959.7,1,0
1774822662,7959.5,DOWN,-1.0,1066,-0.000938,0,1,5,-2.0,2,7959.7,7959.6,7959.7,7959.6,0,1
1774822662,7959.5,DOWN,-1.0,1066,-0.000938,0,1,5,-2.0,3,7959.6,7959.7,7959.6,7959.7,1,0
1774822663,7959.6,UP,1.0,950,0.001053,1,0,6,2.0,1,7959.7,7959.6,7959.7,7959.6,0,1
1774822663,7959.6,UP,1.0,950,0.001053,1,0,6,2.0,2,7959.6,7959.7,7959.6,7959.7,1,0
1774822663,7959.6,UP,1.0,950,0.001053,1,0,6,2.0,3,7959.7,7959.6,7959.7,7959.8,1,0
1774822664,7959.7,UP,1.0,1099,0.000910,2,0,7,-0.0,1,7959.6,7959.7,7959.6,7959.7,1,0
1774822664,7959.7,UP,1.0,1099,0.000910,2,0,7,-0.0,2,7959.7,7959.6,7959.7,7959.8,1,0
1774822664,7959.7,UP,1.0,1099,0.000910,2,0,7,-0.0,3,7959.6,7959.7,7959.8,7959.9,1,0
1774822665,7959.6,DOWN,-1.0,899,-0.001112,0,1,6,-2.0,1,7959.7,7959.6,7959.7,7959.8,1,0
1774822665,7959.6,DOWN,-1.0,899,-0.001112,0,1,6,-2.0,2,7959.6,7959.7,7959.8,7959.9,1,0
1774822665,7959.6,DOWN,-1.0,899,-0.001112,0,1,6,-2.0,3,7959.7,7959.8,7959.9,7960,1,0
1774822666,7959.7,UP,1.0,1066,0.000938,1,0,7,2.0,1,7959.6,7959.7,7959.8,7959.9,1,0
1774822666,7959.7,UP,1.0,1066,0.000938,1,0,7,2.0,2,7959.7,7959.8,7959.9,7960,1,0
1774822666,7959.7,UP,1.0,1066,0.000938,1,0,7,2.0,3,7959.8,7959.9,7960,7960.1,1,0
1774822667,7959.6,DOWN,-1.0,917,-0.001091,0,1,6,-2.0,1,7959.7,7959.8,7959.9,7960,1,0
1774822667,7959.6,DOWN,-1.0,917,-0.001091,0,1,6,-2.0,2,7959.8,7959.9,7960,7960.1,1,0
1774822667,7959.6,DOWN,-1.0,917,-0.001091,0,1,6,-2.0,3,7959.9,7960,7960.1,7960.2,1,0
1774822668,7959.7,UP,1.0,1082,0.000924,1,0,7,2.0,1,7959.8,7959.9,7960,7960.1,1,0
1774822668,7959.7,UP,1.0,1082,0.000924,1,0,7,2.0,2,7959.9,7960,7960.1,7960.2,1,0
1774822668,7959.7,UP,1.0,1082,0.000924,1,0,7,2.0,3,7960,7960.1,7960.2,7960.1,1,0
1774822669,7959.8,UP,1.0,933,0.001072,2,0,8,0.0,1,7959.9,7960,7960.1,7960.2,1,0
1774822669,7959.8,UP,1.0,933,0.001072,2,0,8,0.0,2,7960,7960.1,7960.2,7960.1,1,0
1774822669,7959.8,UP,1.0,933,0.001072,2,0,8,0.0,3,7960.1,7960.2,7960.1,7960,0,1
1774822670,7959.9,UP,1.0,1066,0.000938,3,0,9,-0.0,1,7960,7960.1,7960.2,7960.1,1,0
1774822670,7959.9,UP,1.0,1066,0.000938,3,0,9,-0.0,2,7960.1,7960.2,7960.1,7960,0,1
1774822670,7959.9,UP,1.0,1066,0.000938,3,0,9,-0.0,3,7960.2,7960.1,7960,7959.9,0,1
1774822671,7960,UP,1.0,935,0.001070,4,0,0,0.0,1,7960.1,7960.2,7960.1,7960,0,1
1774822671,7960,UP,1.0,935,0.001070,4,0,0,0.0,2,7960.2,7960.1,7960,7959.9,0,1
1774822671,7960,UP,1.0,935,0.001070,4,0,0,0.0,3,7960.1,7960,7959.9,7960,0,1
1774822672,7960.1,UP,1.0,1065,0.000939,5,0,1,0.0,1,7960.2,7960.1,7960,7959.9,0,1
1774822672,7960.1,UP,1.0,1065,0.000939,5,0,1,0.0,2,7960.1,7960,7959.9,7960,0,1
1774822672,7960.1,UP,1.0,1065,0.000939,5,0,1,0.0,3,7960,7959.9,7960,7959.9,0,1
1774822673,7960.2,UP,1.0,919,0.001088,6,0,2,-0.0,1,7960.1,7960,7959.9,7960,0,1
1774822673,7960.2,UP,1.0,919,0.001088,6,0,2,-0.0,2,7960,7959.9,7960,7959.9,0,1
1774822673,7960.2,UP,1.0,919,0.001088,6,0,2,-0.0,3,7959.9,7960,7959.9,7959.8,0,1
1774822674,7960.1,DOWN,-1.0,1062,-0.000942,0,1,1,-2.0,1,7960,7959.9,7960,7959.9,0,1
1774822674,7960.1,DOWN,-1.0,1062,-0.000942,0,1,1,-2.0,2,7959.9,7960,7959.9,7959.8,0,1
1774822674,7960.1,DOWN,-1.0,1062,-0.000942,0,1,1,-2.0,3,7960,7959.9,7959.8,7959.7,0,1
1774822675,7960,DOWN,-1.0,968,-0.001033,0,2,0,-0.0,1,7959.9,7960,7959.9,7959.8,0,1
1774822675,7960,DOWN,-1.0,968,-0.001033,0,2,0,-0.0,2,7960,7959.9,7959.8,7959.7,0,1
1774822675,7960,DOWN,-1.0,968,-0.001033,0,2,0,-0.0,3,7959.9,7959.8,7959.7,7959.8,0,1
1774822676,7959.9,DOWN,-1.0,1032,-0.000969,0,3,9,0.0,1,7960,7959.9,7959.8,7959.7,0,1
1774822676,7959.9,DOWN,-1.0,1032,-0.000969,0,3,9,0.0,2,7959.9,7959.8,7959.7,7959.8,0,1
1774822676,7959.9,DOWN,-1.0,1032,-0.000969,0,3,9,0.0,3,7959.8,7959.7,7959.8,7959.7,0,1
1774822677,7960,UP,1.0,950,0.001053,1,0,0,2.0,1,7959.9,7959.8,7959.7,7959.8,0,1
1774822677,7960,UP,1.0,950,0.001053,1,0,0,2.0,2,7959.8,7959.7,7959.8,7959.7,0,1
1774822677,7960,UP,1.0,950,0.001053,1,0,0,2.0,3,7959.7,7959.8,7959.7,7959.8,1,0
1774822678,7959.9,DOWN,-1.0,1083,-0.000923,0,1,9,-2.0,1,7959.8,7959.7,7959.8,7959.7,0,1
1774822678,7959.9,DOWN,-1.0,1083,-0.000923,0,1,9,-2.0,2,7959.7,7959.8,7959.7,7959.8,1,0
1774822678,7959.9,DOWN,-1.0,1083,-0.000923,0,1,9,-2.0,3,7959.8,7959.7,7959.8,7959.7,0,1
1774822679,7959.8,DOWN,-1.0,935,-0.001070,0,2,8,0.0,1,7959.7,7959.8,7959.7,7959.8,1,0
1774822679,7959.8,DOWN,-1.0,935,-0.001070,0,2,8,0.0,2,7959.8,7959.7,7959.8,7959.7,0,1
1774822679,7959.8,DOWN,-1.0,935,-0.001070,0,2,8,0.0,3,7959.7,7959.8,7959.7,7959.8,1,0
1774822680,7959.7,DOWN,-1.0,1064,-0.000940,0,3,7,-0.0,1,7959.8,7959.7,7959.8,7959.7,0,1
1774822680,7959.7,DOWN,-1.0,1064,-0.000940,0,3,7,-0.0,2,7959.7,7959.8,7959.7,7959.8,1,0
1774822680,7959.7,DOWN,-1.0,1064,-0.000940,0,3,7,-0.0,3,7959.8,7959.7,7959.8,7959.7,0,1
1774822681,7959.8,UP,1.0,917,0.001091,1,0,8,2.0,1,7959.7,7959.8,7959.7,7959.8,1,0
1774822681,7959.8,UP,1.0,917,0.001091,1,0,8,2.0,2,7959.8,7959.7,7959.8,7959.7,0,1
1774822681,7959.8,UP,1.0,917,0.001091,1,0,8,2.0,3,7959.7,7959.8,7959.7,7959.6,0,1
1774822682,7959.7,DOWN,-1.0,1049,-0.000953,0,1,7,-2.0,1,7959.8,7959.7,7959.8,7959.7,0,1
1774822682,7959.7,DOWN,-1.0,1049,-0.000953,0,1,7,-2.0,2,7959.7,7959.8,7959.7,7959.6,0,1
1774822682,7959.7,DOWN,-1.0,1049,-0.000953,0,1,7,-2.0,3,7959.8,7959.7,7959.6,7959.7,0,1
1774822683,7959.8,UP,1.0,949,0.001054,1,0,8,2.0,1,7959.7,7959.8,7959.7,7959.6,0,1
1774822683,7959.8,UP,1.0,949,0.001054,1,0,8,2.0,2,7959.8,7959.7,7959.6,7959.7,0,1
1774822683,7959.8,UP,1.0,949,0.001054,1,0,8,2.0,3,7959.7,7959.6,7959.7,7959.6,0,1
1774822684,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,1,7959.8,7959.7,7959.6,7959.7,0,1
1774822684,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,2,7959.7,7959.6,7959.7,7959.6,0,1
1774822684,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,3,7959.6,7959.7,7959.6,7959.5,0,1
1774822685,7959.8,UP,1.0,933,0.001072,1,0,8,2.0,1,7959.7,7959.6,7959.7,7959.6,0,1
1774822685,7959.8,UP,1.0,933,0.001072,1,0,8,2.0,2,7959.6,7959.7,7959.6,7959.5,0,1
1774822685,7959.8,UP,1.0,933,0.001072,1,0,8,2.0,3,7959.7,7959.6,7959.5,7959.4,0,1
1774822686,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,1,7959.6,7959.7,7959.6,7959.5,0,1
1774822686,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,2,7959.7,7959.6,7959.5,7959.4,0,1
1774822686,7959.7,DOWN,-1.0,1066,-0.000938,0,1,7,-2.0,3,7959.6,7959.5,7959.4,7959.5,0,1
1774822687,7959.6,DOWN,-1.0,950,-0.001053,0,2,6,0.0,1,7959.7,7959.6,7959.5,7959.4,0,1
1774822687,7959.6,DOWN,-1.0,950,-0.001053,0,2,6,0.0,2,7959.6,7959.5,7959.4,7959.5,0,1
1774822687,7959.6,DOWN,-1.0,950,-0.001053,0,2,6,0.0,3,7959.5,7959.4,7959.5,7959.6,1,0
1774822688,7959.7,UP,1.0,1061,0.000943,1,0,7,2.0,1,7959.6,7959.5,7959.4,7959.5,0,1
1774822688,7959.7,UP,1.0,1061,0.000943,1,0,7,2.0,2,7959.5,7959.4,7959.5,7959.6,1,0
1774822688,7959.7,UP,1.0,1061,0.000943,1,0,7,2.0,3,7959.4,7959.5,7959.6,7959.7,1,0
1774822689,7959.6,DOWN,-1.0,921,-0.001086,0,1,6,-2.0,1,7959.5,7959.4,7959.5,7959.6,1,0
1774822689,7959.6,DOWN,-1.0,921,-0.001086,0,1,6,-2.0,2,7959.4,7959.5,7959.6,7959.7,1,0
1774822689,7959.6,DOWN,-1.0,921,-0.001086,0,1,6,-2.0,3,7959.5,7959.6,7959.7,7959.6,1,0
1774822690,7959.5,DOWN,-1.0,1054,-0.000949,0,2,5,-0.0,1,7959.4,7959.5,7959.6,7959.7,1,0
1774822690,7959.5,DOWN,-1.0,1054,-0.000949,0,2,5,-0.0,2,7959.5,7959.6,7959.7,7959.6,1,0
1774822690,7959.5,DOWN,-1.0,1054,-0.000949,0,2,5,-0.0,3,7959.6,7959.7,7959.6,7959.5,0,1
1774822691,7959.4,DOWN,-1.0,946,-0.001057,0,3,4,0.0,1,7959.5,7959.6,7959.7,7959.6,1,0
1774822691,7959.4,DOWN,-1.0,946,-0.001057,0,3,4,0.0,2,7959.6,7959.7,7959.6,7959.5,0,1
1774822691,7959.4,DOWN,-1.0,946,-0.001057,0,3,4,0.0,3,7959.7,7959.6,7959.5,7959.6,0,1
1774822692,7959.5,UP,1.0,1053,0.000950,1,0,5,2.0,1,7959.6,7959.7,7959.6,7959.5,0,1
1774822692,7959.5,UP,1.0,1053,0.000950,1,0,5,2.0,2,7959.7,7959.6,7959.5,7959.6,0,1
1774822692,7959.5,UP,1.0,1053,0.000950,1,0,5,2.0,3,7959.6,7959.5,7959.6,7959.5,0,1
1774822693,7959.6,UP,1.0,946,0.001057,2,0,6,0.0,1,7959.7,7959.6,7959.5,7959.6,0,1
1774822693,7959.6,UP,1.0,946,0.001057,2,0,6,0.0,2,7959.6,7959.5,7959.6,7959.5,0,1
1774822693,7959.6,UP,1.0,946,0.001057,2,0,6,0.0,3,7959.5,7959.6,7959.5,7959.4,0,1
1774822694,7959.7,UP,1.0,1066,0.000938,3,0,7,-0.0,1,7959.6,7959.5,7959.6,7959.5,0,1
1774822694,7959.7,UP,1.0,1066,0.000938,3,0,7,-0.0,2,7959.5,7959.6,7959.5,7959.4,0,1
1774822694,7959.7,UP,1.0,1066,0.000938,3,0,7,-0.0,3,7959.6,7959.5,7959.4,7959.3,0,1
1774822695,7959.6,DOWN,-1.0,949,-0.001054,0,1,6,-2.0,1,7959.5,7959.6,7959.5,7959.4,0,1
1774822695,7959.6,DOWN,-1.0,949,-0.001054,0,1,6,-2.0,2,7959.6,7959.5,7959.4,7959.3,0,1
1774822695,7959.6,DOWN,-1.0,949,-0.001054,0,1,6,-2.0,3,7959.5,7959.4,7959.3,7959.2,0,1
1774822696,7959.5,DOWN,-1.0,1037,-0.000964,0,2,5,-0.0,1,7959.6,7959.5,7959.4,7959.3,0,1
1774822696,7959.5,DOWN,-1.0,1037,-0.000964,0,2,5,-0.0,2,7959.5,7959.4,7959.3,7959.2,0,1
1774822696,7959.5,DOWN,-1.0,1037,-0.000964,0,2,5,-0.0,3,7959.4,7959.3,7959.2,7959.3,0,1
1774822697,7959.6,UP,1.0,946,0.001057,1,0,6,2.0,1,7959.5,7959.4,7959.3,7959.2,0,1
1774822697,7959.6,UP,1.0,946,0.001057,1,0,6,2.0,2,7959.4,7959.3,7959.2,7959.3,0,1
1774822697,7959.6,UP,1.0,946,0.001057,1,0,6,2.0,3,7959.3,7959.2,7959.3,7959.4,1,0
1774822698,7959.5,DOWN,-1.0,1068,-0.000936,0,1,5,-2.0,1,7959.4,7959.3,7959.2,7959.3,0,1
1774822698,7959.5,DOWN,-1.0,1068,-0.000936,0,1,5,-2.0,2,7959.3,7959.2,7959.3,7959.4,1,0
1774822698,7959.5,DOWN,-1.0,1068,-0.000936,0,1,5,-2.0,3,7959.2,7959.3,7959.4,7959.3,1,0
1774822699,7959.4,DOWN,-1.0,931,-0.001074,0,2,4,0.0,1,7959.3,7959.2,7959.3,7959.4,1,0
1774822699,7959.4,DOWN,-1.0,931,-0.001074,0,2,4,0.0,2,7959.2,7959.3,7959.4,7959.3,1,0
1774822699,7959.4,DOWN,-1.0,931,-0.001074,0,2,4,0.0,3,7959.3,7959.4,7959.3,7959.2,0,1
1774822700,7959.3,DOWN,-1.0,1067,-0.000937,0,3,3,0.0,1,7959.2,7959.3,7959.4,7959.3,1,0
1774822700,7959.3,DOWN,-1.0,1067,-0.000937,0,3,3,0.0,2,7959.3,7959.4,7959.3,7959.2,0,1
1774822700,7959.3,DOWN,-1.0,1067,-0.000937,0,3,3,0.0,3,7959.4,7959.3,7959.2,7959.3,0,1
1774822701,7959.2,DOWN,-1.0,938,-0.001066,0,4,2,-0.0,1,7959.3,7959.4,7959.3,7959.2,0,1
1774822701,7959.2,DOWN,-1.0,938,-0.001066,0,4,2,-0.0,2,7959.4,7959.3,7959.2,7959.3,0,1
1774822701,7959.2,DOWN,-1.0,938,-0.001066,0,4,2,-0.0,3,7959.3,7959.2,7959.3,7959.4,1,0
1774822702,7959.3,UP,1.0,1048,0.000954,1,0,3,2.0,1,7959.4,7959.3,7959.2,7959.3,0,1
1774822702,7959.3,UP,1.0,1048,0.000954,1,0,3,2.0,2,7959.3,7959.2,7959.3,7959.4,1,0
1774822702,7959.3,UP,1.0,1048,0.000954,1,0,3,2.0,3,7959.2,7959.3,7959.4,7959.5,1,0
1774822703,7959.4,UP,1.0,949,0.001054,2,0,4,-0.0,1,7959.3,7959.2,7959.3,7959.4,1,0
1774822703,7959.4,UP,1.0,949,0.001054,2,0,4,-0.0,2,7959.2,7959.3,7959.4,7959.5,1,0
1774822703,7959.4,UP,1.0,949,0.001054,2,0,4,-0.0,3,7959.3,7959.4,7959.5,7959.6,1,0
1774822704,7959.3,DOWN,-1.0,1063,-0.000941,0,1,3,-2.0,1,7959.2,7959.3,7959.4,7959.5,1,0
1774822704,7959.3,DOWN,-1.0,1063,-0.000941,0,1,3,-2.0,2,7959.3,7959.4,7959.5,7959.6,1,0
1774822704,7959.3,DOWN,-1.0,1063,-0.000941,0,1,3,-2.0,3,7959.4,7959.5,7959.6,7959.5,1,0
1774822705,7959.2,DOWN,-1.0,934,-0.001071,0,2,2,-0.0,1,7959.3,7959.4,7959.5,7959.6,1,0
1774822705,7959.2,DOWN,-1.0,934,-0.001071,0,2,2,-0.0,2,7959.4,7959.5,7959.6,7959.5,1,0
1774822705,7959.2,DOWN,-1.0,934,-0.001071,0,2,2,-0.0,3,7959.5,7959.6,7959.5,7959.4,0,1
1774822706,7959.3,UP,1.0,1065,0.000939,1,0,3,2.0,1,7959.4,7959.5,7959.6,7959.5,1,0
1774822706,7959.3,UP,1.0,1065,0.000939,1,0,3,2.0,2,7959.5,7959.6,7959.5,7959.4,0,1
1774822706,7959.3,UP,1.0,1065,0.000939,1,0,3,2.0,3,7959.6,7959.5,7959.4,7959.3,0,1
1774822707,7959.4,UP,1.0,934,0.001071,2,0,4,-0.0,1,7959.5,7959.6,7959.5,7959.4,0,1
1774822707,7959.4,UP,1.0,934,0.001071,2,0,4,-0.0,2,7959.6,7959.5,7959.4,7959.3,0,1
1774822707,7959.4,UP,1.0,934,0.001071,2,0,4,-0.0,3,7959.5,7959.4,7959.3,7959.2,0,1
1774822708,7959.5,UP,1.0,1067,0.000937,3,0,5,0.0,1,7959.6,7959.5,7959.4,7959.3,0,1
1774822708,7959.5,UP,1.0,1067,0.000937,3,0,5,0.0,2,7959.5,7959.4,7959.3,7959.2,0,1
1774822708,7959.5,UP,1.0,1067,0.000937,3,0,5,0.0,3,7959.4,7959.3,7959.2,7959.3,0,1
1774822709,7959.6,UP,1.0,932,0.001073,4,0,6,0.0,1,7959.5,7959.4,7959.3,7959.2,0,1
1774822709,7959.6,UP,1.0,932,0.001073,4,0,6,0.0,2,7959.4,7959.3,7959.2,7959.3,0,1
1774822709,7959.6,UP,1.0,932,0.001073,4,0,6,0.0,3,7959.3,7959.2,7959.3,7959.2,0,1
1774822710,7959.5,DOWN,-1.0,1067,-0.000937,0,1,5,-2.0,1,7959.4,7959.3,7959.2,7959.3,0,1
